,customer_id,show_id,customer_name,age,gender,country,subscription_type,watch_time_minutes,rating
557,c5557,s5583,Scott Garner,44,Other,South Korea,Standard,4602,2
558,c5558,s18948,Joseph Fuller,29,Other,UK,Basic,3913,5
559,c5559,s5685,Jordan Hughes,39,Other,Canada,Basic,1957,1
560,c5560,s4011,Angela Moore,28,Male,Australia,Basic,3755,2
561,c5561,s4859,Jay Bryant,19,Male,India,Standard,439,2
563,c5563,s12112,Tyler Brennan Jr.,62,Male,Germany,Basic,2238,1
564,c5564,s5840,Tasha Huff,40,Female,France,Basic,4441,3
565,c5565,s5472,Lauren Stewart,35,Other,South Korea,Premium,609,1
570,c5570,s7647,Kaitlin Weaver,74,Other,USA,Basic,1747,3
572,c5572,s16927,Monica Ramirez,50,Female,USA,Standard,387,2
573,c5573,s16721,Courtney Banks,31,Male,Brazil,Standard,3171,5
574,c5574,s12606,Donald Miller,61,Male,Brazil,Basic,593,1
575,c5575,s4694,Jason Thomas,70,Other,Canada,Premium,4658,2
577,c5577,s8604,Daniel Marshall,15,Female,Australia,Standard,4051,3
578,c5578,s10986,Jennifer Welch,28,Female,Australia,Standard,660,3
579,c5579,s1886,Carla Hernandez,72,Other,Japan,Basic,691,1
581,c5581,s20915,Robert Martin,80,Male,Japan,Standard,1915,5
583,c5583,s10239,Bryce Murray,67,Other,Germany,Standard,4978,2
584,c5584,s4339,James Ryan,24,Male,Australia,Premium,4845,5
586,c5586,s12049,Edwin May,30,Other,Japan,Basic,462,4
588,c5588,s14846,Joseph Floyd,38,Female,Germany,Standard,2747,3
589,c5589,s15698,Christopher Scott,80,Other,UK,Standard,843,5
592,c5592,s9997,Anthony Smith,33,Male,Australia,Basic,621,4
593,c5593,s8280,Cindy Turner,60,Female,Brazil,Standard,3395,3
594,c5594,s19104,Troy Prince,36,Female,Brazil,Basic,3287,1
595,c5595,s14902,Nicholas Wood,47,Female,Japan,Basic,3813,1
596,c5596,s11530,Carol Brown,31,Male,South Korea,Standard,2527,2
597,c5597,s17565,Benjamin Arias,24,Female,USA,Premium,2463,3
598,c5598,s3536,Christina Smith,68,Other,Japan,Standard,2490,3
599,c5599,s11436,Diana Walsh,72,Male,Germany,Basic,4048,4
600,c5600,s2306,Beth Morrison,50,Other,Canada,Basic,4081,5
601,c5601,s6994,James Johnson,30,Female,Japan,Premium,3776,5
604,c5604,s2892,James Dixon,66,Male,France,Premium,123,5
606,c5606,s8705,Shannon Gonzales,75,Male,USA,Standard,1557,2
607,c5607,s8998,David Rios,68,Other,Germany,Premium,1397,3
608,c5608,s15200,Tracy Kennedy,73,Other,Japan,Standard,1597,5
609,c5609,s18533,Christopher Schroeder,29,Other,South Korea,Premium,4416,3
612,c5612,s9460,Deanna Bradley,25,Male,Brazil,Standard,4459,4
613,c5613,s7207,Gregory Nunez,76,Male,Brazil,Premium,537,4
614,c5614,s20777,Stephanie Sanders,38,Other,Brazil,Basic,548,2
615,c5615,s3528,Stephen Johnson,51,Other,UK,Basic,1282,2
616,c5616,s10857,Ruth Duarte,64,Female,South Korea,Premium,261,1
619,c5619,s15513,Marissa Bauer,58,Other,Germany,Standard,457,1
620,c5620,s15244,Mark Lee,80,Female,South Korea,Standard,851,2
621,c5621,s14666,Nicole Stone,74,Female,Canada,Standard,2825,5
622,c5622,s19893,Jeffrey Brown,16,Female,Australia,Basic,1569,3
623,c5623,s3528,Laura Contreras,77,Male,USA,Premium,1135,4
624,c5624,s3168,Jordan Rodriguez,61,Other,Brazil,Premium,4327,4
625,c5625,s9201,David Wheeler,25,Other,Canada,Standard,4820,5
626,c5626,s1413,Jenna Gonzalez DDS,52,Male,India,Basic,1946,1
629,c5629,s5021,Natasha Chambers,54,Male,Japan,Premium,4774,4
633,c5633,s5551,Felicia Pineda,13,Male,India,Basic,4529,3
634,c5634,s13403,Joseph Jones,51,Other,Japan,Basic,4788,2
636,c5636,s11961,Julia Jenkins,67,Male,Brazil,Premium,81,4
637,c5637,s18174,Jennifer Freeman,48,Male,Australia,Basic,3702,2
639,c5639,s10727,Lori Adkins,33,Male,Japan,Basic,192,3
640,c5640,s4996,Michael Fry,62,Other,Australia,Basic,1619,3
641,c5641,s1634,Travis Lyons,30,Other,South Korea,Basic,4853,2
642,c5642,s1107,Craig Combs,53,Male,Japan,Premium,672,5
643,c5643,s7298,Robert Powers,50,Male,Australia,Basic,3464,1
644,c5644,s6462,Michael Hicks,51,Other,UK,Premium,660,1
645,c5645,s9201,Sarah Lawrence,22,Female,France,Basic,2837,4
646,c5646,s20135,Jason Richmond,60,Other,UK,Standard,3002,2
647,c5647,s18165,Rhonda Green,34,Other,Germany,Standard,3988,5
648,c5648,s17087,Ronald Dixon,55,Male,France,Basic,1571,5
650,c5650,s16368,Travis Pierce,49,Female,Brazil,Premium,4967,3
651,c5651,s15869,Randall Ware,34,Female,France,Basic,3654,2
652,c5652,s11872,Olivia Newman,31,Female,Japan,Premium,2827,1
653,c5653,s9436,Felicia Curtis,69,Other,Brazil,Standard,2475,5
654,c5654,s18366,James Gaines,17,Female,South Korea,Premium,4419,5
655,c5655,s1298,Charles Nelson,43,Female,South Korea,Premium,190,1
656,c5656,s6483,Sherry Jackson,30,Male,UK,Standard,1540,2
658,c5658,s18628,Kristina Horton,62,Female,Japan,Premium,3555,4
659,c5659,s14612,Mark Mendoza,30,Female,Australia,Basic,2649,2
660,c5660,s13541,Karen Hernandez,42,Male,Germany,Basic,4194,2
661,c5661,s12816,Nancy Johnson,76,Male,Japan,Basic,2516,1
662,c5662,s8605,Kelly Rice DDS,64,Female,Canada,Premium,2963,1
663,c5663,s4499,Raymond Davis,60,Male,USA,Standard,3918,4
664,c5664,s15444,Dana Evans,29,Other,Canada,Basic,4651,2
665,c5665,s10416,Michael Evans,36,Other,Brazil,Basic,3999,1
666,c5666,s16861,Melinda Williams,68,Male,France,Standard,52,1
668,c5668,s3515,Susan Adams,37,Female,Germany,Basic,1033,5
669,c5669,s11949,Jacob Mercer,60,Female,Japan,Basic,4939,4
670,c5670,s14676,Carly Douglas,31,Other,Japan,Basic,2893,5
671,c5671,s5349,Danielle Lee,27,Female,Australia,Premium,1631,4
673,c5673,s10490,Kenneth Bass,36,Other,Germany,Basic,512,2
674,c5674,s4951,Ashley Parker,36,Female,Brazil,Premium,2747,1
675,c5675,s20632,James Sherman,18,Male,France,Basic,3866,1
676,c5676,s15989,Bruce Smith,27,Female,South Korea,Standard,739,1
678,c5678,s18839,Jennifer Hunter,43,Female,Australia,Standard,4622,3
681,c5681,s20038,Dr. Robert Klein DDS,67,Male,Australia,Basic,482,1
682,c5682,s14711,Virginia Cisneros,38,Male,South Korea,Premium,4862,5
683,c5683,s8638,Clifford Wilson,17,Other,UK,Basic,1607,5
685,c5685,s15007,Emily Cuevas,78,Other,South Korea,Premium,1470,5
686,c5686,s17393,Brenda Bell MD,40,Female,India,Standard,2203,3
688,c5688,s11000,Shawn Thomas,20,Male,Germany,Premium,3855,4
692,c5692,s11704,James Wood,22,Other,Germany,Standard,4864,1
693,c5693,s12898,Dustin Tucker,38,Other,Germany,Standard,1890,4
694,c5694,s9976,Daniel Guzman,15,Male,Brazil,Basic,4183,1
696,c5696,s11728,Joseph Buckley,76,Male,South Korea,Premium,1972,5
697,c5697,s19745,Stephanie Reed,22,Male,Japan,Premium,4550,1
698,c5698,s11430,Michael Campbell,26,Other,Japan,Premium,3096,1
700,c5700,s11883,Maria Thomas,24,Male,Germany,Basic,3452,5
702,c5702,s8343,Lisa Shepherd,55,Female,Germany,Premium,431,3
703,c5703,s16444,Bradley Shepherd,43,Other,UK,Premium,1070,5
704,c5704,s17393,Benjamin Summers,29,Male,UK,Basic,2506,2
705,c5705,s16607,Zachary Powell,72,Female,UK,Basic,1792,2
706,c5706,s9855,Ryan Contreras,64,Female,Germany,Basic,4125,1
707,c5707,s2153,Christine Mcguire,15,Other,Japan,Basic,1986,3
708,c5708,s2798,Tracy Kelly,62,Male,France,Premium,3274,1
709,c5709,s9591,Benjamin Sparks,48,Female,India,Standard,3051,3
710,c5710,s9716,Anthony Riley,18,Male,Canada,Premium,3363,2
711,c5711,s16471,Ronald Mosley,57,Female,Japan,Basic,211,2
712,c5712,s13981,Jonathon Murphy,42,Other,Brazil,Standard,3518,5
714,c5714,s5070,Denise Williams,13,Other,USA,Standard,2836,4
715,c5715,s4422,Carrie Carlson,44,Other,UK,Premium,4327,1
716,c5716,s3802,Caleb Rodriguez,73,Other,India,Standard,1374,1
718,c5718,s13684,Michael Walsh,40,Male,Australia,Basic,497,3
719,c5719,s6742,Scott Howard,61,Other,Japan,Premium,3404,1
720,c5720,s10927,Sandra Aguirre,58,Other,Canada,Basic,3078,2
722,c5722,s13174,Joshua Wallace,56,Male,UK,Premium,3760,1
724,c5724,s7565,Luis Ware,44,Female,Australia,Premium,3946,3
725,c5725,s13494,Amanda Bruce,17,Male,USA,Basic,1985,5
727,c5727,s3369,Kevin Hopkins,49,Male,Australia,Premium,4690,3
728,c5728,s13639,Ernest Ferrell,34,Other,UK,Standard,3782,1
729,c5729,s8829,Brian Johnson,64,Female,USA,Basic,775,5
730,c5730,s17861,William Rogers,58,Female,South Korea,Basic,124,4
731,c5731,s12377,Paula Ball,33,Female,Germany,Standard,568,4
732,c5732,s10444,James Walters,79,Male,Germany,Basic,2543,5
734,c5734,s2252,Blake Campbell,62,Other,Japan,Standard,1731,3
735,c5735,s13505,William Nelson,39,Male,Germany,Basic,4158,2
736,c5736,s14832,Victor May,53,Female,India,Standard,4803,2
738,c5738,s3038,Cody Morrison,58,Other,Brazil,Premium,784,2
741,c5741,s17748,Brandon Duarte,36,Other,USA,Basic,2490,2
742,c5742,s16451,Stacy Cain,41,Female,South Korea,Basic,1005,4
744,c5744,s20724,Dawn Miller,36,Other,India,Premium,2121,2
745,c5745,s5065,Angela Green,76,Male,South Korea,Standard,1534,2
746,c5746,s13551,Courtney Lee,39,Other,India,Standard,2365,2
748,c5748,s7831,Alyssa Warren,13,Other,France,Premium,4394,3
750,c5750,s11297,Justin Colon,65,Male,France,Basic,1196,2
751,c5751,s6323,Ms. Julie Rose,34,Other,Brazil,Basic,2505,1
753,c5753,s1005,Monica Armstrong,79,Female,Brazil,Basic,4590,5
754,c5754,s3526,Jeffrey Nguyen,41,Other,South Korea,Premium,3933,4
755,c5755,s3118,Debra Werner,64,Other,UK,Basic,3696,2
757,c5757,s6708,Christina Griffith,15,Other,UK,Premium,4761,4
758,c5758,s17089,Connie Wolfe,27,Other,Japan,Standard,95,2
759,c5759,s15545,Derek Ewing,22,Male,UK,Premium,2161,4
760,c5760,s1431,Michelle Simmons,40,Male,South Korea,Standard,1823,5
764,c5764,s15173,William Bowman,28,Male,Brazil,Basic,1457,5
766,c5766,s3329,Gerald Newton,43,Other,Japan,Standard,1818,2
767,c5767,s17009,Donna Hill,62,Male,India,Standard,4359,2
768,c5768,s6682,Angel Wood,61,Female,France,Standard,217,1
769,c5769,s10309,Jacob Dawson,26,Other,France,Standard,1731,2
770,c5770,s1524,Diamond Mitchell,53,Female,South Korea,Basic,1775,1
771,c5771,s19252,Heidi Williams,54,Other,Japan,Basic,3568,3
772,c5772,s20372,Kristen Mercer,73,Female,UK,Standard,3826,1
773,c5773,s13527,Yolanda White,68,Female,Brazil,Basic,2970,5
774,c5774,s13049,Brian Gray,16,Male,Brazil,Standard,4090,5
776,c5776,s6795,Amanda Sharp,47,Male,USA,Basic,3286,1
778,c5778,s5755,Andrea Rogers,15,Other,Japan,Premium,1533,3
779,c5779,s20812,Mrs. Joy Diaz,18,Male,UK,Standard,4950,4
781,c5781,s20058,Thomas Wiley,73,Male,USA,Premium,394,3
782,c5782,s11735,Austin Burke,35,Male,USA,Standard,3605,4
783,c5783,s1011,Jennifer Torres,47,Female,Germany,Standard,1536,2
786,c5786,s16446,Daisy Miller,34,Other,India,Basic,3166,2
787,c5787,s19020,Cory Bailey,45,Other,UK,Standard,2169,4
788,c5788,s11020,Amanda Carter,37,Other,UK,Standard,4572,1
789,c5789,s14229,Stephanie Sandoval,16,Female,UK,Premium,2801,1
790,c5790,s1440,Michael Todd,27,Other,USA,Basic,3266,2
793,c5793,s17603,Loretta Parker,69,Other,Canada,Standard,3839,4
795,c5795,s16094,Valerie Payne,53,Male,South Korea,Basic,1665,1
796,c5796,s1505,Kelsey Garcia,22,Male,UK,Basic,2259,3
797,c5797,s10727,Michael Kennedy,17,Other,UK,Standard,671,5
799,c5799,s1219,Samuel Spencer,31,Other,USA,Basic,892,3
800,c5800,s13274,Jason Chavez,17,Male,USA,Standard,4501,2
801,c5801,s17974,Angelica Wilson,43,Male,Australia,Basic,1321,5
803,c5803,s4208,Timothy Lewis,47,Male,Japan,Premium,1681,4
805,c5805,s10190,Renee Schaefer,45,Male,Germany,Basic,1356,3
807,c5807,s10907,Bridget May,67,Male,France,Standard,4082,3
808,c5808,s16170,Sarah Martin,52,Other,Australia,Standard,657,3
809,c5809,s15545,Debra Davis,32,Male,USA,Premium,3048,4
810,c5810,s5814,William Petersen,46,Female,France,Standard,4242,2
811,c5811,s12745,Shannon Chan DVM,60,Male,UK,Standard,2710,1
813,c5813,s18880,Melissa Lucas,56,Female,India,Standard,2318,1
815,c5815,s8669,Jeffrey French,31,Other,USA,Premium,2086,4
816,c5816,s3733,Brandi Joseph,14,Female,Germany,Basic,2209,2
817,c5817,s15617,Cindy Simmons,42,Female,South Korea,Standard,4477,4
818,c5818,s2106,James Long PhD,63,Other,Germany,Standard,4820,5
819,c5819,s7048,Anthony Hale,73,Male,India,Premium,716,4
821,c5821,s8262,Philip Perry,13,Female,UK,Basic,2610,2
822,c5822,s16882,Michael Blake,52,Male,South Korea,Basic,2572,4
823,c5823,s14254,Connie Johnson,77,Other,UK,Premium,1351,4
824,c5824,s4909,Shelby Richardson,62,Female,India,Premium,844,2
825,c5825,s8629,David Cooper,52,Other,South Korea,Standard,2209,4
826,c5826,s2343,Jessica Avila,71,Other,Australia,Premium,743,4
828,c5828,s10502,Heidi Valentine,42,Female,USA,Standard,3670,2
829,c5829,s13768,Robert Werner,75,Female,Canada,Basic,2742,3
830,c5830,s6663,Michelle Harrington,34,Male,USA,Premium,872,1
831,c5831,s1798,Jonathan Baker,13,Male,South Korea,Standard,4756,1
832,c5832,s1701,Susan Holloway,25,Male,Brazil,Premium,4922,4
834,c5834,s1521,Elizabeth Rivera,15,Other,Japan,Standard,874,5
836,c5836,s14077,Claudia Butler,32,Female,Japan,Basic,4709,1
838,c5838,s17565,Sarah Soto,74,Male,Brazil,Premium,1694,1
840,c5840,s20987,Amanda Duncan,36,Female,Japan,Premium,4541,3
841,c5841,s8613,Karen Conner,45,Female,Brazil,Standard,2944,5
843,c5843,s5431,Kimberly Lee,54,Other,Brazil,Premium,3818,1
844,c5844,s5948,Tricia Mendoza,20,Male,Australia,Premium,305,3
845,c5845,s12270,Alexander Garcia,66,Female,USA,Premium,578,5
846,c5846,s20123,Sergio Williams,65,Male,Canada,Standard,2558,5
847,c5847,s15191,William Campbell,64,Other,Canada,Basic,3768,2
848,c5848,s4735,Douglas Cohen,43,Female,India,Standard,2940,3
849,c5849,s13891,Brian Cohen,66,Other,Japan,Basic,3236,3
850,c5850,s1518,Nancy Olson,24,Female,Brazil,Basic,4203,4
851,c5851,s16387,Shannon Robinson,50,Male,UK,Premium,149,5
852,c5852,s8742,James Alexander,46,Female,Australia,Standard,2049,1
853,c5853,s17773,Jon Smith,13,Male,Australia,Basic,2770,5
855,c5855,s19334,Vanessa Navarro,49,Other,Germany,Premium,1110,3
857,c5857,s5481,Cynthia Barrett,61,Male,Germany,Standard,3366,5
858,c5858,s20978,Leonard Barber,17,Male,France,Basic,4255,1
861,c5861,s6098,Melanie Sanchez,16,Other,Brazil,Premium,1141,1
862,c5862,s15410,Melissa Cole,37,Female,France,Standard,3969,2
864,c5864,s2292,Robert Smith,70,Female,Germany,Premium,3702,1
865,c5865,s15811,Michael Carpenter,28,Female,Japan,Standard,282,3
866,c5866,s14737,Victoria Russo,16,Female,Brazil,Premium,1412,4
867,c5867,s20047,Heather Kennedy,68,Female,Japan,Standard,1739,3
868,c5868,s5207,Daniel West,48,Other,Brazil,Basic,3199,1
870,c5870,s14900,Kimberly Harvey,77,Female,Canada,Basic,2200,3
871,c5871,s19202,Christopher Lane,61,Other,Japan,Premium,3000,3
872,c5872,s19514,Kelli Simon,65,Female,Australia,Basic,1858,3
873,c5873,s1028,Elizabeth Lewis,54,Male,Australia,Premium,264,5
874,c5874,s10064,Kimberly Wolfe,29,Female,Australia,Basic,2417,1
875,c5875,s20497,Corey Paul,69,Female,India,Basic,1498,1
876,c5876,s15938,Ashley Hester,25,Other,South Korea,Basic,2773,5
878,c5878,s16684,Jeffrey Gillespie,18,Other,France,Standard,1204,5
879,c5879,s6905,Elizabeth Mejia,74,Male,Brazil,Basic,315,3
881,c5881,s4835,Randall Haynes,39,Male,Australia,Premium,1664,1
882,c5882,s20404,Aaron Lester,69,Other,Germany,Premium,4727,3
884,c5884,s18198,Isaiah Robinson,45,Male,Japan,Standard,1720,5
886,c5886,s2820,Maria Roth,52,Male,Brazil,Premium,1295,3
888,c5888,s18293,Paul Jackson,13,Female,UK,Premium,560,2
889,c5889,s12994,Mariah Skinner,26,Other,India,Standard,689,1
890,c5890,s19808,George Leach,70,Male,India,Premium,2366,5
891,c5891,s12351,Denise Aguirre,44,Female,Brazil,Basic,4750,2
892,c5892,s14445,Brandon Barnes,76,Other,France,Basic,2395,2
894,c5894,s3093,Eric Benitez,80,Other,France,Basic,110,3
897,c5897,s14003,Darren Robinson,57,Male,South Korea,Basic,1203,4
899,c5899,s11908,William David,23,Other,France,Standard,4517,3
900,c5900,s20125,Brian Jones,76,Male,India,Standard,1394,4
901,c5901,s20304,Manuel Garcia,46,Other,Canada,Basic,838,5
902,c5902,s19848,Timothy Moore,45,Other,France,Premium,2152,4
904,c5904,s10396,Rebecca Cunningham,19,Male,Japan,Standard,3505,5
906,c5906,s17892,Marc Solis,50,Female,Australia,Premium,4802,1
907,c5907,s2065,Tina Hanson,72,Female,UK,Basic,1532,3
908,c5908,s12428,Joseph Zavala,75,Female,South Korea,Standard,1400,4
909,c5909,s7163,Diane Lewis,21,Male,Canada,Basic,610,5
910,c5910,s13638,Krista Francis,40,Other,Germany,Premium,2548,1
912,c5912,s14387,William Haas,31,Male,South Korea,Standard,1257,2
913,c5913,s8274,Amber Watkins,72,Other,USA,Premium,71,1
914,c5914,s14238,Angela Orr,15,Other,Germany,Basic,2439,5
915,c5915,s10257,Charles Henry,52,Male,Canada,Premium,4766,1
916,c5916,s3797,Virginia King,64,Other,Canada,Premium,3332,3
918,c5918,s4740,Teresa Howard,27,Male,Canada,Standard,2877,1
919,c5919,s9373,Christopher Morrow,55,Other,UK,Premium,2465,1
921,c5921,s11956,Joseph Wilson,19,Other,Germany,Basic,2052,3
922,c5922,s17015,Michael Williams,29,Other,USA,Basic,4854,2
923,c5923,s4038,Benjamin Harrison IV,53,Female,USA,Basic,2538,5
924,c5924,s9068,Lisa Meadows,15,Male,USA,Standard,4437,4
925,c5925,s13308,Christine Blanchard,37,Male,India,Premium,4397,2
926,c5926,s14602,Christopher Hudson,69,Female,Brazil,Premium,744,2
928,c5928,s11661,Shirley Anderson,55,Other,Canada,Basic,4729,4
929,c5929,s5237,Anne Hamilton,54,Other,Germany,Premium,4118,5
931,c5931,s14702,Denise Berry,58,Other,UK,Basic,1023,1
932,c5932,s6888,Shane Hale DVM,24,Female,Brazil,Standard,2530,2
935,c5935,s5074,Laura Rice,68,Male,Germany,Basic,885,4
937,c5937,s16655,Michael Carney,29,Other,Germany,Standard,4195,4
938,c5938,s2603,Robert Webb,31,Other,India,Premium,1659,1
940,c5940,s12732,Mark Carter,53,Male,Canada,Basic,4973,3
941,c5941,s6656,Valerie Lane,65,Female,Japan,Basic,3793,3
942,c5942,s15693,Kimberly Davis,70,Male,USA,Basic,3210,3
943,c5943,s2494,Tracey Hall,35,Other,France,Standard,3054,3
944,c5944,s19101,Amanda Hull,60,Other,Australia,Standard,4499,4
945,c5945,s16511,Joshua Hunter,24,Female,UK,Standard,3175,3
946,c5946,s2624,Isaiah Miller,42,Female,Canada,Premium,2102,5
947,c5947,s12367,Kimberly Hicks,57,Female,Australia,Premium,4992,5
948,c5948,s12070,Nathan Soto,53,Other,Brazil,Standard,2817,4
949,c5949,s8941,Robert Miller,46,Female,Canada,Premium,4165,1
950,c5950,s7852,Jason Joyce,63,Male,South Korea,Premium,4138,1
951,c5951,s6537,Kristen Gilbert,76,Female,India,Standard,3932,1
952,c5952,s19102,Stephanie Archer,22,Female,USA,Basic,2254,1
953,c5953,s2191,Russell Shannon,70,Other,Canada,Standard,4986,2
955,c5955,s15475,Barbara Martinez,53,Female,USA,Basic,4990,1
957,c5957,s10236,Christine Phillips,66,Female,South Korea,Standard,3813,4
958,c5958,s3622,Nicholas Vasquez,65,Other,Germany,Premium,3807,1
959,c5959,s4804,Steven Jackson,31,Female,Brazil,Premium,1500,2
960,c5960,s20604,Mrs. Rachel Henry,18,Female,France,Premium,192,2
963,c5963,s2794,Mark Hughes,46,Male,South Korea,Premium,4761,2
964,c5964,s14980,Kenneth Brown,18,Other,Japan,Premium,4125,1
965,c5965,s13227,Heather Torres,57,Other,Canada,Premium,1802,2
966,c5966,s7407,Brian Mora,34,Male,Canada,Basic,4348,2
967,c5967,s7576,Yvette Davis,38,Female,Brazil,Premium,423,2
969,c5969,s3306,Nicole Crosby,41,Male,India,Basic,2081,4
971,c5971,s13709,Adriana Liu,33,Female,Australia,Premium,1226,3
972,c5972,s2862,Lisa Diaz,60,Other,Australia,Standard,524,3
973,c5973,s6510,Ryan Benitez,17,Female,USA,Basic,1398,5
974,c5974,s10476,Mrs. Laura Burton,23,Male,USA,Premium,2764,1
975,c5975,s8449,Michelle Moore,22,Female,India,Premium,2522,2
978,c5978,s17617,Christopher Jimenez,80,Other,Australia,Standard,3500,5
979,c5979,s10269,Tracy Hunter,22,Other,USA,Standard,4019,3
980,c5980,s2359,Jennifer Barnes,38,Other,Japan,Standard,2891,3
981,c5981,s17188,Julie Rodriguez,30,Male,Brazil,Premium,422,4
982,c5982,s2981,Wayne Barry,69,Female,South Korea,Basic,4792,4
983,c5983,s11049,Richard Davis,45,Female,USA,Standard,4407,2
985,c5985,s19132,Deborah Barrett,77,Female,Brazil,Premium,2365,5
987,c5987,s8422,Michelle Wilson,22,Other,USA,Premium,4290,1
988,c5988,s14345,Tracy Pham,66,Male,Australia,Standard,20,5
989,c5989,s4715,Albert Galloway,33,Male,Germany,Standard,2640,5
990,c5990,s3930,James Foster,24,Other,India,Premium,2640,2
991,c5991,s19669,Christian Castillo,18,Female,Canada,Basic,3777,3
992,c5992,s12528,Connie Campbell,61,Other,Brazil,Premium,3246,4
993,c5993,s4006,Ellen Dennis,39,Other,Brazil,Standard,406,1
994,c5994,s19013,Christopher Johnson,39,Male,Germany,Standard,4090,2
995,c5995,s12599,Erika Morris,42,Other,France,Premium,2586,1
996,c5996,s3962,Vincent Davis,79,Male,USA,Basic,2067,3
997,c5997,s19964,Jennifer Smith,19,Other,UK,Basic,2928,2
998,c5998,s18231,Jeff Kim,23,Male,Brazil,Basic,331,5
999,c5999,s8552,Breanna Peters,64,Male,France,Basic,3294,4
1000,c6000,s17975,Mikayla Morales,67,Other,Brazil,Basic,2468,1
1004,c6004,s3851,Blake Romero,69,Other,Canada,Standard,4105,3
1007,c6007,s15729,Laura Miller,39,Male,Australia,Premium,3237,5
1009,c6009,s2372,Dr. Stacey Jones,18,Male,Brazil,Standard,2903,3
1010,c6010,s20159,Katherine Wilson,15,Other,UK,Basic,4874,1
1011,c6011,s8784,Autumn Nichols,57,Female,Canada,Standard,3605,5
1012,c6012,s15668,Arthur Nguyen,77,Female,Canada,Basic,2284,4
1014,c6014,s3834,David Taylor,58,Male,Germany,Premium,4774,3
1015,c6015,s19297,Dorothy Smith,79,Other,Japan,Basic,966,3
